regiao,sexo,geracao,fx_etaria,decada,religiao,renda,ensino,pres1,pres2,atitude_pt,nota_pt,PT,PSDB,ano,esquerda_direita,peso,PL
Sudeste,feminino,boomers,30-44,1960s,católica,,fundamental,PSDB,PSDB,não gosta,0.0,0,1.0,2006,centro,0.9698878565588648,
Sudeste,feminino,geracaoX,16-29,1970s,católica,2 a 5 s.m,médio,PT,PT,gosta,10.0,1,0.0,2006,não sabe,1.0718809240615308,
Sudeste,feminino,geracaoX,30-44,1970s,católica,,fundamental,PSDB,PSDB,neutro,6.0,0,1.0,2006,direita,0.9269541217991124,
Sudeste,masculino,geracaoX,30-44,1960s,católica,2 a 5 s.m,fundamental,PSDB,PSDB,não gosta,0.0,0,1.0,2006,direita,1.2539328425305076,
Sudeste,feminino,millenials,16-29,1980s,evangélica,,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2006,direita,1.0877543690858706,
Sudeste,masculino,millenials,16-29,1980s,católica,até 2 s.m,médio,PSDB,PSDB,neutro,5.0,0,1.0,2006,direita,1.0327187273068534,
Sudeste,masculino,millenials,16-29,1990s,outras,2 a 5 s.m,médio,,,neutro,5.0,0,0.0,2006,não sabe,1.0327187273068534,
Sudeste,masculino,geracaoX,30-44,1970s,sem religião,,fundamental,PSDB,PSDB,não gosta,4.0,0,1.0,2006,esquerda,1.2539328425305076,
Sudeste,feminino,millenials,16-29,1980s,católica,,superior,PSDB,PSDB,não gosta,3.0,0,1.0,2006,centro,1.2718804267473969,
Sudeste,masculino,geracaoX,16-29,1970s,católica,,médio,PSDB,PSDB,neutro,5.0,0,1.0,2006,não sabe,0.8287780282651579,
Sudeste,feminino,geracaoX,30-44,1970s,evangélica,,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2006,direita,0.6194762515053733,
Sudeste,feminino,millenials,16-29,1980s,sem religião,,médio,PSDB,PSDB,neutro,5.0,0,1.0,2006,direita,0.5815477384476123,
Sudeste,feminino,millenials,16-29,1980s,católica,,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2006,não sabe,0.6286500524392452,
Sudeste,masculino,geracaoX,30-44,1960s,evangélica,,fundamental,PT,PT,gosta,8.0,1,0.0,2006,não sabe,0.6427818094247755,
Sudeste,feminino,millenials,16-29,1980s,sem religião,,médio,PT,PT,gosta,9.0,1,0.0,2006,esquerda,0.5815477384476123,
Sudeste,masculino,geracaoX,16-29,1970s,católica,até 2 s.m,fundamental,PSDB,PSDB,não gosta,4.0,0,1.0,2006,centro,0.772553604071498,
Sudeste,feminino,geracaoX,30-44,1970s,outras,2 a 5 s.m,fundamental,,,não gosta,0.0,0,0.0,2006,não sabe,0.5185325893047121,
Sudeste,masculino,geracaoX,30-44,1970s,católica,+ de 5 s.m,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2006,direita,0.7052696986374936,
Sudeste,masculino,geracaoX,30-44,1970s,católica,,superior,PT,PT,não gosta,2.0,1,0.0,2006,centro,0.8470699959628285,
Sudeste,feminino,millenials,16-29,1980s,evangélica,2 a 5 s.m,fundamental,PT,PT,gosta,8.0,1,0.0,2006,direita,0.6817511566423616,
Sudeste,feminino,geracaoX,30-44,1970s,outras,,fundamental,PSDB,PT,gosta,7.0,1,0.0,2006,direita,0.7297122737084891,
Sul,masculino,boomers,45-59,1950s,católica,,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2006,esquerda,2.590793974797027,
Sul,masculino,geracaoX,16-29,1970s,católica,+ de 5 s.m,fundamental,PSDB,PSDB,não gosta,0.0,0,1.0,2006,direita,1.475772880920872,
Sul,feminino,millenials,16-29,1980s,católica,,fundamental,,,não gosta,0.0,0,0.0,2006,esquerda,1.6057648801215445,
Sul,masculino,silenciosa,+60,1930s,católica,,fundamental,PSDB,PSDB,não gosta,0.0,0,1.0,2006,centro,1.3608692974139425,
Sul,feminino,silenciosa,+60,1940s,católica,,superior,PSDB,PSDB,não gosta,0.0,0,1.0,2006,esquerda,0.6868231746508453,
Nordeste,masculino,geracaoX,30-44,1970s,evangélica,,médio,outros,PT,não gosta,4.0,1,0.0,2006,centro,0.4807390800060925,
Sudeste,masculino,millenials,16-29,1980s,evangélica,,médio,outros,branco_nulo,não gosta,0.0,0,0.0,2006,direita,1.0327187273068534,
Sul,feminino,boomers,45-59,1950s,católica,2 a 5 s.m,superior,outros,PT,neutro,5.0,1,0.0,2006,esquerda,0.7610326044404828,
Sudeste,masculino,silenciosa,+60,1930s,evangélica,,fundamental,,,não gosta,0.0,0,0.0,2006,direita,0.8276015094691934,
Sudeste,feminino,silenciosa,+60,1940s,católica,+ de 5 s.m,fundamental,PT,branco_nulo,não gosta,0.0,0,0.0,2006,não sabe,1.2092138765960292,
Sudeste,feminino,geracaoX,30-44,1960s,católica,,médio,PT,PT,gosta,8.0,1,0.0,2006,não sabe,1.316871718928866,
Sudeste,masculino,geracaoX,30-44,1970s,evangélica,,fundamental,PT,PSDB,gosta,10.0,0,1.0,2006,não sabe,0.8509113364913592,
Sudeste,masculino,millenials,16-29,1990s,evangélica,,médio,,,gosta,8.0,0,0.0,2006,direita,0.5963607895092653,
Sudeste,feminino,geracaoX,16-29,1970s,evangélica,,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2006,não sabe,1.1586976520941448,
Nordeste,feminino,silenciosa,+60,1930s,católica,,fundamental,,,gosta,7.0,0,0.0,2006,não sabe,2.0233428650419016,
Nordeste,feminino,boomers,30-44,1960s,católica,até 2 s.m,médio,PT,PSDB,gosta,10.0,0,1.0,2006,não sabe,1.5359553756689326,
Nordeste,feminino,geracaoX,16-29,1970s,católica,,fundamental,,,neutro,6.0,0,0.0,2006,não sabe,2.128685534183776,
Nordeste,feminino,silenciosa,+60,1930s,católica,2 a 5 s.m,fundamental,,,neutro,6.0,0,0.0,2006,centro,0.5931816252583711,
Nordeste,feminino,millenials,16-29,1980s,católica,+ de 5 s.m,médio,PSDB,PSDB,neutro,6.0,0,1.0,2006,centro,1.409036257547892,
Sudeste,masculino,millenials,16-29,1980s,católica,,médio,PT,PT,neutro,6.0,1,0.0,2006,não sabe,1.0327187273068534,
Sudeste,feminino,boomers,45-59,1940s,católica,,fundamental,PT,PT,,,1,0.0,2006,direita,1.1028921168355892,
Sudeste,feminino,geracaoX,30-44,1970s,sem religião,,médio,outros,PSDB,não gosta,0.0,0,1.0,2006,não sabe,1.1586976520941448,
Sudeste,feminino,silenciosa,+60,1930s,evangélica,até 2 s.m,fundamental,,,neutro,5.0,0,0.0,2006,não sabe,0.6433853682980609,
Sudeste,feminino,geracaoX,16-29,1980s,outras,2 a 5 s.m,fundamental,PT,PT,não gosta,0.0,1,0.0,2006,direita,0.4562498268626893,
Sudeste,feminino,boomers,45-59,1960s,católica,,fundamental,PT,PT,gosta,7.0,1,0.0,2006,não sabe,0.637398669026894,
Sudeste,masculino,silenciosa,+60,1930s,católica,,fundamental,PSDB,PSDB,não gosta,0.0,0,1.0,2006,não sabe,0.7042685101064603,
Sul,masculino,millenials,16-29,1980s,católica,,fundamental,PSDB,PT,,,1,0.0,2006,não sabe,0.9116292617739356,
Sul,masculino,millenials,16-29,1980s,católica,,fundamental,PT,PT,neutro,6.0,1,0.0,2006,não sabe,0.2784513322060725,
Sul,feminino,millenials,16-29,1980s,evangélica,,médio,PSDB,PSDB,neutro,5.0,0,1.0,2006,direita,1.0954043194722771,
Sul,masculino,millenials,16-29,1990s,católica,,médio,,,não gosta,4.0,0,0.0,2006,direita,1.1472902536922251,
Sul,masculino,geracaoX,16-29,1980s,sem religião,,fundamental,PSDB,PSDB,não gosta,3.0,0,1.0,2006,direita,0.9570307783454478,
Nordeste,feminino,millenials,16-29,1990s,católica,,fundamental,,,,,0,0.0,2006,não sabe,1.8808127270552848,
Nordeste,feminino,boomers,45-59,1960s,católica,,fundamental,PT,PT,não gosta,4.0,1,0.0,2006,não sabe,2.052336940785272,
Nordeste,feminino,millenials,16-29,1980s,católica,,médio,PT,PT,não gosta,3.0,1,0.0,2006,centro,0.4499150621986627,
Sudeste,feminino,geracaoX,30-44,1970s,católica,,fundamental,PSDB,PSDB,não gosta,4.0,0,1.0,2006,centro,0.7262149313891754,
Sul,feminino,silenciosa,+60,1930s,católica,,fundamental,,,não conhece,,0,0.0,2006,não sabe,1.8405987967408224,
Sul,feminino,boomers,45-59,1960s,sem religião,,médio,outros,PSDB,não gosta,1.0,0,1.0,2006,esquerda,1.932591472000014,
Sul,feminino,millenials,16-29,1980s,evangélica,,fundamental,,,não gosta,3.0,0,0.0,2006,centro,1.6057648801215445,
Sudeste,masculino,geracaoX,30-44,1970s,católica,2 a 5 s.m,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2010,não sabe,4344.0,
Sudeste,feminino,geracaoX,30-44,1960s,católica,2 a 5 s.m,médio,PT,PT,gosta,10.0,1,0.0,2010,direita,3332.0,
Sudeste,feminino,geracaoX,30-44,1970s,católica,até 2 s.m,médio,PSDB,PSDB,não gosta,4.0,0,1.0,2010,não sabe,82200.0,
Sudeste,masculino,boomers,45-59,1950s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,7.0,1,0.0,2010,não sabe,164400.0,
Sudeste,masculino,boomers,+60,1950s,católica,2 a 5 s.m,fundamental,branco_nulo,PSDB,não gosta,0.0,0,1.0,2010,centro,13188.6666666667,
Sudeste,feminino,boomers,45-59,1950s,católica,até 2 s.m,fundamental,PSDB,PSDB,gosta,9.0,0,1.0,2010,não sabe,8815.0,
Sudeste,feminino,millenials,16-29,1980s,evangélica,até 2 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2010,não sabe,896.0,
Sudeste,feminino,geracaoX,30-44,1970s,católica,até 2 s.m,fundamental,PSDB,PSDB,neutro,5.0,0,1.0,2010,não sabe,896.0,
Sudeste,feminino,silenciosa,+60,1920s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,9.0,1,0.0,2010,não sabe,4407.5,
Sudeste,masculino,boomers,45-59,1950s,sem religião,+ de 5 s.m,médio,PV,,neutro,6.0,0,0.0,2010,não sabe,32427.5,
Sudeste,feminino,geracaoX,30-44,1960s,católica,2 a 5 s.m,médio,PT,PT,gosta,9.0,1,0.0,2010,não sabe,26377.3333333333,
Sudeste,feminino,geracaoX,45-59,1960s,outras,até 2 s.m,fundamental,PT,PT,gosta,8.0,1,0.0,2010,direita,4120.83333333333,
Sudeste,masculino,boomers,+60,1950s,evangélica,2 a 5 s.m,superior,PV,PT,gosta,9.0,1,0.0,2010,centro,125606.25,
Sudeste,feminino,geracaoX,30-44,1970s,evangélica,2 a 5 s.m,médio,PSDB,PSDB,neutro,6.0,0,1.0,2010,não sabe,2130.66666666667,
Sudeste,feminino,millenials,16-29,1980s,evangélica,2 a 5 s.m,médio,PSDB,PSDB,não gosta,3.0,0,1.0,2010,não sabe,17710.0,
Sudeste,masculino,boomers,+60,1940s,católica,até 2 s.m,fundamental,PT,,gosta,7.0,0,0.0,2010,não sabe,10335.0,
Sudeste,feminino,boomers,45-59,1960s,evangélica,2 a 5 s.m,fundamental,PV,PT,não gosta,2.0,1,0.0,2010,não sabe,34825.0,
Sudeste,feminino,geracaoX,30-44,1970s,católica,até 2 s.m,fundamental,PT,PT,não gosta,0.0,1,0.0,2010,não sabe,9485.0,
Sudeste,feminino,geracaoX,30-44,1970s,outras,2 a 5 s.m,médio,PSDB,PSDB,não gosta,3.0,0,1.0,2010,direita,170422.0,
Sudeste,masculino,boomers,45-59,1960s,católica,até 2 s.m,médio,PT,PT,não gosta,0.0,1,0.0,2010,centro,3433.75,
Sudeste,feminino,geracaoX,30-44,1970s,católica,2 a 5 s.m,fundamental,PSDB,PSDB,neutro,6.0,0,1.0,2010,direita,240337.5,
Sudeste,masculino,geracaoX,30-44,1960s,evangélica,2 a 5 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2010,não sabe,6358.0,
Sudeste,masculino,boomers,45-59,1950s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2010,não sabe,6358.0,
Sudeste,feminino,millenials,16-29,1980s,católica,até 2 s.m,fundamental,PT,PT,não gosta,2.0,1,0.0,2010,esquerda,4906.66666666667,
Sudeste,masculino,millenials,16-29,1990s,católica,até 2 s.m,médio,PT,PT,gosta,9.0,1,0.0,2010,esquerda,12266.6666666667,
Sudeste,feminino,millenials,16-29,1980s,católica,2 a 5 s.m,fundamental,PSDB,PSDB,não gosta,0.0,0,1.0,2010,não sabe,14688.0,
Sudeste,masculino,boomers,45-59,1960s,católica,até 2 s.m,fundamental,PSDB,PSDB,gosta,8.0,0,1.0,2010,direita,4120.83333333333,
Sudeste,feminino,millenials,16-29,1980s,sem religião,até 2 s.m,fundamental,PSDB,PSDB,não conhece,,0,1.0,2010,não sabe,10241.0,
Sudeste,feminino,boomers,45-59,1960s,católica,até 2 s.m,fundamental,,,não conhece,,0,0.0,2010,não sabe,4906.66666666667,
Sudeste,feminino,millenials,16-29,1990s,católica,+ de 5 s.m,superior,PT,PT,gosta,9.0,1,0.0,2010,esquerda,360506.25,
Sudeste,masculino,geracaoX,30-44,1970s,católica,até 2 s.m,médio,PT,PT,gosta,9.0,1,0.0,2010,direita,28496.0,
Sudeste,feminino,silenciosa,+60,1930s,católica,2 a 5 s.m,fundamental,,,não gosta,3.0,0,0.0,2010,direita,4120.83333333333,
Sudeste,masculino,geracaoX,30-44,1970s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2010,centro,3938.75,
Sudeste,feminino,geracaoX,30-44,1960s,católica,+ de 5 s.m,superior,PV,PT,gosta,9.0,1,0.0,2010,não sabe,2625.83333333333,
Sudeste,feminino,boomers,45-59,1960s,católica,+ de 5 s.m,superior,PSDB,PSDB,neutro,5.0,0,1.0,2010,centro,2221.33333333333,
Sudeste,masculino,silenciosa,+60,1930s,católica,até 2 s.m,fundamental,PT,PT,gosta,8.0,1,0.0,2010,não sabe,2119.33333333333,
Sudeste,feminino,millenials,16-29,1980s,católica,2 a 5 s.m,superior,PT,PT,gosta,9.0,1,0.0,2010,direita,50135.0,
Sudeste,masculino,boomers,+60,1940s,sem religião,+ de 5 s.m,superior,PV,PSDB,não gosta,0.0,0,1.0,2010,centro,2221.33333333333,
Sudeste,feminino,boomers,45-59,1950s,católica,2 a 5 s.m,médio,PT,PT,gosta,7.0,1,0.0,2010,não sabe,6234.66666666667,
Sudeste,masculino,geracaoX,30-44,1970s,evangélica,até 2 s.m,fundamental,PSDB,PSDB,não gosta,1.0,0,1.0,2010,não sabe,12768.0,
Sudeste,masculino,geracaoX,30-44,1970s,católica,2 a 5 s.m,fundamental,PT,PT,neutro,5.0,1,0.0,2010,não sabe,12768.0,
Sudeste,masculino,geracaoX,30-44,1970s,evangélica,2 a 5 s.m,fundamental,PV,PT,gosta,10.0,1,0.0,2010,centro,22576.0,
Sudeste,feminino,geracaoX,30-44,1980s,evangélica,até 2 s.m,fundamental,PV,PSDB,neutro,5.0,0,1.0,2010,direita,1695.0,
Sudeste,masculino,boomers,+60,1940s,evangélica,+ de 5 s.m,fundamental,PT,PT,gosta,8.0,1,0.0,2010,direita,39071.6666666667,
Sudeste,feminino,boomers,45-59,1950s,sem religião,até 2 s.m,fundamental,PSDB,PSDB,não gosta,2.0,0,1.0,2010,esquerda,20453.125,
Sudeste,masculino,silenciosa,+60,1930s,católica,2 a 5 s.m,fundamental,PSDB,PSDB,neutro,5.0,0,1.0,2010,direita,5150.625,
Sudeste,masculino,silenciosa,+60,1930s,católica,2 a 5 s.m,fundamental,,,gosta,9.0,0,0.0,2010,não sabe,8688.0,
Sudeste,feminino,silenciosa,+60,1930s,católica,2 a 5 s.m,fundamental,,,neutro,6.0,0,0.0,2010,não sabe,30505.3333333333,
Sudeste,feminino,geracaoX,45-59,1960s,católica,até 2 s.m,fundamental,PT,PT,neutro,5.0,1,0.0,2010,não sabe,17738.0,
Sudeste,masculino,geracaoX,30-44,1970s,evangélica,2 a 5 s.m,fundamental,,,neutro,6.0,0,0.0,2010,centro,20895.0,
Sudeste,feminino,geracaoX,30-44,1970s,católica,até 2 s.m,fundamental,PT,PT,não conhece,,1,0.0,2010,direita,10458.0,
Sudeste,feminino,geracaoX,30-44,1970s,católica,2 a 5 s.m,médio,PV,PSDB,não gosta,1.0,0,1.0,2010,esquerda,11035.8333333333,
Sudeste,feminino,millenials,16-29,1990s,católica,até 2 s.m,médio,PSDB,PSDB,não gosta,3.0,0,1.0,2010,não sabe,8798.0,
Sudeste,masculino,geracaoX,45-59,1960s,evangélica,2 a 5 s.m,médio,PV,PSDB,não gosta,2.0,0,1.0,2010,não sabe,113614.666666667,
Sudeste,feminino,millenials,16-29,1990s,católica,até 2 s.m,superior,PSDB,PSDB,não gosta,4.0,0,1.0,2010,direita,6965.0,
Sudeste,feminino,geracaoX,30-44,1970s,evangélica,+ de 5 s.m,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2010,não sabe,32526.6666666667,
Sudeste,feminino,boomers,45-59,1950s,sem religião,até 2 s.m,fundamental,PSDB,PSDB,gosta,7.0,0,1.0,2010,não sabe,89286.6666666667,
Sudeste,masculino,millenials,16-29,1980s,católica,2 a 5 s.m,médio,PT,PT,gosta,10.0,1,0.0,2010,direita,5268.75,
Sudeste,feminino,boomers,45-59,1960s,católica,2 a 5 s.m,fundamental,PV,PSDB,não gosta,4.0,0,1.0,2010,não sabe,5326.66666666667,
Sudeste,masculino,geracaoX,30-44,1970s,evangélica,até 2 s.m,fundamental,PT,PT,gosta,9.0,1,0.0,2010,esquerda,269609.0,
Sudeste,masculino,boomers,45-59,1950s,católica,+ de 5 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2010,esquerda,9767.91666666667,
Sudeste,masculino,geracaoX,30-44,1970s,evangélica,2 a 5 s.m,fundamental,PV,,não gosta,2.0,0,0.0,2010,não sabe,8131.66666666667,
Sudeste,masculino,boomers,45-59,1960s,sem religião,2 a 5 s.m,médio,PT,PT,gosta,10.0,1,0.0,2010,esquerda,22144.5,
Sudeste,masculino,millenials,16-29,1980s,sem religião,até 2 s.m,fundamental,PSDB,PSDB,não gosta,3.0,0,1.0,2010,não sabe,4261.33333333333,
Sudeste,feminino,boomers,45-59,1960s,outras,até 2 s.m,fundamental,PT,PT,gosta,9.0,1,0.0,2010,direita,458109.375,
Sudeste,masculino,geracaoX,30-44,1970s,católica,2 a 5 s.m,médio,PSDB,PSDB,não gosta,2.0,0,1.0,2010,centro,24320.625,
Sudeste,feminino,millenials,16-29,1980s,católica,2 a 5 s.m,médio,,,não gosta,1.0,0,0.0,2010,não sabe,19535.8333333333,
Sudeste,feminino,millenials,16-29,1990s,católica,+ de 5 s.m,superior,PT,PT,neutro,6.0,1,0.0,2010,centro,56277.0833333333,
Sudeste,masculino,geracaoX,30-44,1970s,católica,+ de 5 s.m,médio,PSDB,PSDB,não gosta,1.0,0,1.0,2010,esquerda,32970.0,
Sudeste,masculino,geracaoX,30-44,1970s,evangélica,+ de 5 s.m,médio,PV,PT,gosta,10.0,1,0.0,2010,direita,33937.5,
Sudeste,feminino,boomers,45-59,1950s,evangélica,até 2 s.m,médio,PSDB,PSDB,gosta,9.0,0,1.0,2010,não sabe,11342.0,
Sudeste,feminino,millenials,16-29,1980s,católica,até 2 s.m,fundamental,PSDB,PSDB,não gosta,1.0,0,1.0,2010,não sabe,3390.0,
Sudeste,masculino,millenials,16-29,1980s,evangélica,+ de 5 s.m,fundamental,PSDB,PT,não gosta,0.0,1,0.0,2010,direita,8506.5,
Sudeste,masculino,boomers,45-59,1950s,evangélica,2 a 5 s.m,médio,outros,PSDB,gosta,7.0,0,1.0,2010,não sabe,1687.5,
Sudeste,feminino,millenials,16-29,1980s,católica,+ de 5 s.m,superior,PT,PT,gosta,10.0,1,0.0,2010,direita,167475.0,
Sudeste,masculino,geracaoX,30-44,1970s,católica,2 a 5 s.m,superior,PSDB,PSDB,não gosta,4.0,0,1.0,2010,direita,21980.0,
Sudeste,masculino,boomers,45-59,1960s,católica,até 2 s.m,fundamental,PT,PT,gosta,8.0,1,0.0,2010,esquerda,8855.0,
Sudeste,masculino,boomers,45-59,1960s,evangélica,2 a 5 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2010,não sabe,113984.0,
Sudeste,masculino,boomers,45-59,1960s,católica,2 a 5 s.m,superior,PT,PT,gosta,8.0,1,0.0,2010,não sabe,113984.0,
Sudeste,masculino,silenciosa,+60,1940s,católica,2 a 5 s.m,fundamental,PT,PT,neutro,6.0,1,0.0,2010,direita,123300.0,
Sudeste,feminino,geracaoX,30-44,1970s,sem religião,até 2 s.m,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2010,não sabe,30589.0,
Sudeste,masculino,geracaoX,30-44,1970s,sem religião,até 2 s.m,fundamental,PSDB,PSDB,não gosta,1.0,0,1.0,2010,não sabe,30589.0,
Sudeste,feminino,boomers,45-59,1960s,católica,até 2 s.m,fundamental,PT,PT,não conhece,,1,0.0,2010,não sabe,14763.0,
Sudeste,feminino,millenials,16-29,1980s,outras,2 a 5 s.m,médio,branco_nulo,branco_nulo,não gosta,0.0,0,0.0,2010,não sabe,88690.0,
Sudeste,masculino,geracaoX,30-44,1970s,evangélica,+ de 5 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2010,direita,45250.0,
Sudeste,masculino,silenciosa,+60,1940s,católica,até 2 s.m,fundamental,PSDB,PSDB,não gosta,4.0,0,1.0,2010,não sabe,141250.666666667,
Sudeste,feminino,silenciosa,+60,1940s,outras,até 2 s.m,fundamental,,,não conhece,,0,0.0,2010,não sabe,3413.66666666667,
Sudeste,feminino,silenciosa,+60,1940s,católica,2 a 5 s.m,fundamental,PSDB,PSDB,não gosta,0.0,0,1.0,2010,não sabe,600843.75,
Sudeste,feminino,millenials,16-29,1980s,evangélica,2 a 5 s.m,médio,,PSDB,neutro,5.0,0,1.0,2010,não sabe,141250.666666667,
Sudeste,masculino,millenials,16-29,1990s,católica,2 a 5 s.m,superior,PT,PT,gosta,10.0,1,0.0,2010,direita,85488.0,
Sudeste,feminino,millenials,16-29,1990s,católica,+ de 5 s.m,superior,PV,branco_nulo,neutro,5.0,0,0.0,2010,centro,10241.0,
Sudeste,feminino,boomers,+60,1940s,evangélica,até 2 s.m,fundamental,PSDB,PSDB,gosta,9.0,0,1.0,2010,não sabe,1687.5,
Sudeste,masculino,silenciosa,+60,1940s,católica,até 2 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2010,não sabe,1125.0,
Sudeste,masculino,boomers,45-59,1960s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,8.0,1,0.0,2010,não sabe,16932.0,
Sudeste,masculino,geracaoX,30-44,1960s,católica,+ de 5 s.m,superior,PT,PT,gosta,9.0,1,0.0,2010,esquerda,15687.0,
Sudeste,masculino,boomers,45-59,1950s,sem religião,2 a 5 s.m,fundamental,PT,,não gosta,0.0,0,0.0,2010,direita,22144.5,
Sudeste,feminino,boomers,45-59,1960s,evangélica,2 a 5 s.m,superior,PV,PSDB,não gosta,3.0,0,1.0,2010,direita,22510.8333333333,
Sudeste,feminino,boomers,+60,1940s,evangélica,até 2 s.m,fundamental,PSDB,PSDB,não gosta,4.0,0,1.0,2010,não sabe,8855.0,
Sudeste,feminino,geracaoX,30-44,1960s,católica,2 a 5 s.m,médio,PT,,gosta,9.0,0,0.0,2010,não sabe,8276.875,
Sudeste,masculino,millenials,16-29,1990s,evangélica,2 a 5 s.m,médio,PT,PT,gosta,10.0,1,0.0,2010,direita,1344.0,
Sudeste,masculino,geracaoX,30-44,1960s,sem religião,+ de 5 s.m,superior,PV,PSDB,não gosta,0.0,0,1.0,2010,esquerda,254097.666666667,
Sudeste,feminino,geracaoX,30-44,1970s,católica,+ de 5 s.m,superior,PT,PT,gosta,7.0,1,0.0,2010,centro,13188.6666666667,
Sudeste,masculino,silenciosa,+60,1930s,católica,2 a 5 s.m,fundamental,,,gosta,8.0,0,0.0,2010,direita,4120.83333333333,
Sudeste,masculino,geracaoX,30-44,1970s,evangélica,até 2 s.m,médio,PV,,não gosta,2.0,0,0.0,2010,não sabe,41868.75,
Sudeste,masculino,millenials,16-29,1990s,evangélica,2 a 5 s.m,médio,PSDB,,gosta,10.0,0,0.0,2010,direita,5251.66666666667,
Sudeste,feminino,boomers,+60,1940s,evangélica,2 a 5 s.m,fundamental,PSDB,PSDB,gosta,8.0,0,1.0,2010,direita,20453.125,
Sudeste,masculino,boomers,45-59,1960s,católica,2 a 5 s.m,médio,,PT,neutro,6.0,1,0.0,2010,esquerda,21720.0,
Sudeste,feminino,millenials,16-29,1990s,católica,até 2 s.m,fundamental,PT,,gosta,7.0,0,0.0,2010,não sabe,8798.0,
Sudeste,feminino,geracaoX,30-44,1970s,católica,2 a 5 s.m,médio,PSDB,PSDB,neutro,6.0,0,1.0,2010,não sabe,1344.0,
Sudeste,masculino,geracaoX,30-44,1970s,católica,até 2 s.m,fundamental,PT,PT,neutro,5.0,1,0.0,2010,centro,7877.5,
Sudeste,feminino,geracaoX,30-44,1960s,católica,2 a 5 s.m,fundamental,PT,PT,gosta,7.0,1,0.0,2010,não sabe,21240.0,
Sudeste,masculino,geracaoX,30-44,1960s,católica,+ de 5 s.m,fundamental,PSDB,PSDB,neutro,5.0,0,1.0,2010,não sabe,45021.6666666667,
Sudeste,masculino,millenials,16-29,1980s,sem religião,+ de 5 s.m,superior,PT,PT,gosta,10.0,1,0.0,2010,direita,202206.75,
Sudeste,feminino,geracaoX,30-44,1970s,católica,2 a 5 s.m,médio,branco_nulo,,não gosta,0.0,0,0.0,2010,não sabe,32970.0,
Sudeste,feminino,boomers,+60,1940s,outras,+ de 5 s.m,fundamental,PT,PT,gosta,10.0,1,0.0,2010,direita,159212.0,
Sudeste,masculino,geracaoX,30-44,1960s,católica,2 a 5 s.m,médio,PSDB,PSDB,não gosta,0.0,0,1.0,2010,não sabe,14763.0,
Sudeste,feminino,geracaoX,45-59,1960s,evangélica,até 2 s.m,fundamental,branco_nulo,branco_nulo,não gosta,3.0,0,0.0,2010,não sabe,8506.5,
Sudeste,masculino,boomers,+60,1940s,católica,até 2 s.m,fundamental,PT,PT,gosta,7.0,1,0.0,2010,não sabe,3117.33333333333,
Sudeste,masculino,geracaoX,30-44,1970s,evangélica,2 a 5 s.m,fundamental,PT,PT,gosta,9.0,1,0.0,2010,direita,3117.33333333333,
Sudeste,feminino,geracaoX,30-44,1970s,católica,+ de 5 s.m,médio,PSDB,PSDB,não gosta,3.0,0,1.0,2010,não sabe,14688.0,
Sudeste,feminino,millenials,16-29,1990s,evangélica,até 2 s.m,fundamental,PSDB,PSDB,neutro,5.0,0,1.0,2010,não sabe,2542.5,
Sudeste,masculino,millenials,16-29,1990s,sem religião,até 2 s.m,fundamental,PT,PT,gosta,8.0,1,0.0,2010,não sabe,22510.8333333333,
Sudeste,masculino,geracaoX,30-44,1970s,católica,2 a 5 s.m,médio,,,neutro,5.0,0,0.0,2010,esquerda,81417.3333333333,
Sudeste,masculino,boomers,45-59,1950s,católica,2 a 5 s.m,fundamental,PSDB,PSDB,não gosta,4.0,0,1.0,2010,direita,1065.33333333333,
Sudeste,masculino,geracaoX,45-59,1960s,católica,+ de 5 s.m,superior,PT,PT,gosta,10.0,1,0.0,2010,esquerda,2107.5,
Sudeste,feminino,geracaoX,30-44,1970s,católica,até 2 s.m,fundamental,PSDB,PSDB,não gosta,0.0,0,1.0,2010,direita,3433.75,
Sudeste,masculino,boomers,45-59,1960s,católica,2 a 5 s.m,médio,,,não gosta,0.0,0,0.0,2010,direita,381146.5,
Sudeste,masculino,geracaoX,30-44,1960s,evangélica,+ de 5 s.m,médio,PV,branco_nulo,neutro,6.0,0,0.0,2010,centro,125606.25,
